FAVC,FCVC,NCP,CAEC,CH2O,CALC
yes,3.0,1.02075,Sometimes,1.0,no
yes,2.766441,1.240424,Sometimes,1.413218,no
yes,2.997524,1.154318,Sometimes,1.238057,no
yes,2.320201,3.0,Sometimes,2.164784,Sometimes
yes,2.181057,3.0,Sometimes,2.08554,Sometimes
yes,1.924632,3.0,Sometimes,2.006595,Sometimes
yes,1.397468,3.0,Sometimes,2.01897,Sometimes
yes,2.191429,3.0,Sometimes,2.102709,Sometimes
yes,2.100177,3.0,Sometimes,2.099687,Sometimes
yes,2.075321,3.0,Sometimes,2.144838,Sometimes
yes,1.626369,3.0,Sometimes,2.109697,Sometimes
yes,1.263216,3.219347,Sometimes,1.981782,Sometimes
yes,1.067909,3.656401,Sometimes,1.98459,Sometimes
yes,2.310751,3.220181,Sometimes,1.006643,no
yes,2.294259,2.850948,Sometimes,1.87029,no
yes,2.57649,2.187145,Sometimes,1.38107,no
yes,2.679664,2.415522,Sometimes,1.0,no
yes,2.938687,2.138375,Sometimes,1.251715,no
yes,2.654792,1.077331,Sometimes,1.345407,no
yes,2.731368,3.0,Sometimes,1.486824,Sometimes
yes,2.22259,3.0,Sometimes,1.591909,Sometimes
yes,2.432355,3.0,Sometimes,1.336526,Sometimes
yes,2.497548,3.0,Sometimes,1.362583,Sometimes
yes,2.671238,3.0,Sometimes,2.145368,Sometimes
yes,2.57691,3.0,Sometimes,2.080187,Sometimes
yes,2.341999,3.0,Sometimes,2.299878,Sometimes
yes,2.117121,3.0,Sometimes,2.193008,Sometimes
yes,2.247037,3.0,Sometimes,2.718408,Sometimes
yes,2.244654,3.0,Sometimes,2.795752,Sometimes
yes,2.128574,3.0,Sometimes,2.531984,Sometimes
yes,2.068834,3.0,Sometimes,2.543841,Sometimes
yes,2.073224,3.0,Sometimes,2.024035,Sometimes
yes,2.145114,2.888193,Sometimes,2.038128,Sometimes
yes,2.997951,3.0,Sometimes,2.715856,Sometimes
yes,2.911312,3.0,Sometimes,2.501808,Sometimes
yes,2.159033,3.0,Sometimes,2.116399,Sometimes
yes,2.175276,3.0,Sometimes,2.128176,Sometimes
yes,2.21965,3.0,Sometimes,2.165408,Sometimes
yes,2.203962,3.0,Sometimes,2.15687,Sometimes
yes,1.947495,3.0,Sometimes,2.042073,Sometimes
yes,2.262292,3.0,Sometimes,2.115354,Sometimes
yes,2.219186,3.0,Sometimes,2.092326,Sometimes
yes,2.314175,3.0,Sometimes,2.151809,Sometimes
yes,2.423291,3.0,Sometimes,2.902682,Sometimes
yes,2.637202,3.0,Sometimes,2.966647,Sometimes
yes,2.974006,3.0,Sometimes,2.565828,Sometimes
yes,2.347942,3.0,Sometimes,2.730663,Sometimes
yes,2.654076,2.574108,Sometimes,1.78471,Sometimes
yes,2.739,2.740492,Sometimes,1.824561,Sometimes
yes,2.591292,2.956422,Sometimes,2.31083,Sometimes
yes,2.611847,2.749334,Sometimes,2.364849,Sometimes
yes,2.766612,3.0,Sometimes,2.173417,Sometimes
yes,2.777165,3.0,Sometimes,2.106861,Sometimes
yes,2.232836,3.0,Sometimes,2.146398,Sometimes
yes,2.571274,3.0,Sometimes,2.224164,Sometimes
yes,2.49619,3.0,Sometimes,1.662117,Sometimes
yes,2.151335,3.0,Sometimes,1.491169,Sometimes
yes,2.01695,3.0,Sometimes,1.83412,Sometimes
yes,2.927187,3.0,Sometimes,1.508796,Sometimes
yes,1.412566,3.0,Sometimes,2.002495,Sometimes
yes,1.289315,3.0,Sometimes,2.007348,Sometimes
yes,1.624366,3.0,Sometimes,2.081719,Sometimes
yes,1.528331,3.0,Sometimes,2.079353,Sometimes
yes,2.037042,3.0,Sometimes,2.43699,Sometimes
yes,2.191108,2.993856,Sometimes,2.444917,Sometimes
yes,1.431346,3.0,Sometimes,2.098959,Sometimes
yes,1.84199,3.0,Sometimes,2.503244,Sometimes
yes,2.13683,2.993084,Sometimes,1.885926,Sometimes
yes,2.499388,2.989791,Sometimes,1.959777,Sometimes
yes,2.230742,2.920373,Sometimes,1.831187,Sometimes
yes,2.240757,2.911568,Sometimes,1.895876,Sometimes
yes,2.996186,1.134042,Sometimes,1.270166,no
yes,2.649406,1.120102,Sometimes,1.153286,no
yes,2.525884,2.040582,Sometimes,1.0,no
yes,2.736647,2.015675,Sometimes,1.0,no
yes,2.684335,2.711238,Sometimes,2.732331,Sometimes
yes,3.0,2.695396,Sometimes,2.628816,Sometimes
yes,2.425503,2.996834,Sometimes,2.017602,Sometimes
yes,1.469384,2.996444,Sometimes,2.067741,Sometimes
yes,2.906269,2.894142,Sometimes,2.435489,Sometimes
yes,2.808027,2.683061,Sometimes,2.640483,Sometimes
yes,2.636719,2.806341,Sometimes,1.967591,Sometimes
yes,2.996717,2.791366,Sometimes,2.626309,Sometimes
yes,2.880483,1.703299,Sometimes,1.006378,no
yes,2.885693,1.685134,Sometimes,1.011849,no
yes,2.913452,2.269799,Sometimes,1.0,no
yes,2.919526,2.142328,Sometimes,1.175714,no
yes,2.724121,1.437959,Sometimes,1.590418,no
yes,2.801992,1.343117,Sometimes,1.128942,no
yes,2.748971,1.213431,Sometimes,1.448875,no
yes,2.680375,1.089048,Sometimes,1.366238,no
yes,3.0,3.0,Sometimes,1.023328,Sometimes
yes,3.0,3.0,Sometimes,1.197667,Sometimes
yes,3.0,3.0,Sometimes,2.838893,Sometimes
yes,3.0,3.0,Sometimes,2.181811,Sometimes
yes,3.0,3.0,Sometimes,2.774014,Sometimes
yes,3.0,3.0,Sometimes,1.031354,Sometimes
yes,3.0,3.0,Sometimes,1.66616,Sometimes
yes,3.0,3.0,Sometimes,1.471664,Sometimes
yes,3.0,3.0,Sometimes,1.347559,Sometimes
yes,3.0,3.0,Sometimes,1.338241,Sometimes
yes,3.0,3.0,Sometimes,2.679137,Sometimes
yes,3.0,3.0,Sometimes,2.578292,Sometimes
yes,3.0,3.0,Sometimes,1.302193,Sometimes
yes,3.0,3.0,Sometimes,2.408442,Sometimes
yes,3.0,3.0,Sometimes,1.705218,Sometimes
yes,3.0,3.0,Sometimes,2.374958,Sometimes
yes,3.0,3.0,Sometimes,2.869234,Sometimes
yes,3.0,3.0,Sometimes,2.987406,Sometimes
yes,3.0,3.0,Sometimes,2.737091,Sometimes
yes,3.0,3.0,Sometimes,2.623489,Sometimes
yes,3.0,3.0,Sometimes,2.612758,Sometimes
yes,3.0,3.0,Sometimes,2.687378,Sometimes
yes,3.0,3.0,Sometimes,1.852692,Sometimes
yes,3.0,3.0,Sometimes,2.86559,Sometimes
yes,3.0,3.0,Sometimes,1.003563,Sometimes
yes,3.0,3.0,Sometimes,1.077253,Sometimes
yes,3.0,3.0,Sometimes,2.714949,Sometimes
yes,3.0,3.0,Sometimes,2.154949,Sometimes
yes,3.0,3.0,Sometimes,2.893117,Sometimes
yes,3.0,3.0,Sometimes,2.70914,Sometimes
yes,3.0,3.0,Sometimes,1.570188,Sometimes
yes,3.0,3.0,Sometimes,1.412049,Sometimes
yes,3.0,3.0,Sometimes,1.15635,Sometimes
yes,3.0,3.0,Sometimes,1.154698,Sometimes
yes,3.0,3.0,Sometimes,2.691584,Sometimes
yes,3.0,3.0,Sometimes,2.709654,Sometimes
yes,3.0,3.0,Sometimes,1.485736,Sometimes
yes,3.0,3.0,Sometimes,2.874336,Sometimes
yes,3.0,3.0,Sometimes,2.641489,Sometimes
yes,3.0,3.0,Sometimes,2.417122,Sometimes
yes,3.0,3.0,Sometimes,2.900857,Sometimes
yes,3.0,3.0,Sometimes,2.95311,Sometimes
yes,3.0,3.0,Sometimes,2.617988,Sometimes
yes,3.0,3.0,Sometimes,2.55057,Sometimes
yes,3.0,3.0,Sometimes,2.653531,Sometimes
yes,3.0,3.0,Sometimes,1.698767,Sometimes
yes,3.0,3.0,Sometimes,2.84837,Sometimes
yes,3.0,3.0,Sometimes,2.835622,Sometimes
yes,3.0,3.0,Sometimes,1.050564,Sometimes
yes,3.0,3.0,Sometimes,1.068493,Sometimes
yes,3.0,3.0,Sometimes,2.613928,Sometimes
yes,3.0,3.0,Sometimes,1.239833,Sometimes
yes,3.0,3.0,Sometimes,2.861533,Sometimes
yes,3.0,3.0,Sometimes,2.832659,Sometimes
yes,3.0,3.0,Sometimes,2.418488,Sometimes
yes,3.0,3.0,Sometimes,2.304716,Sometimes
yes,3.0,3.0,Sometimes,2.763005,Sometimes
yes,3.0,3.0,Sometimes,2.652616,Sometimes
yes,3.0,3.0,Sometimes,2.553198,Sometimes
yes,3.0,3.0,Sometimes,2.180566,Sometimes
yes,3.0,3.0,Sometimes,2.20979,Sometimes
yes,3.0,3.0,Sometimes,1.444379,Sometimes
yes,3.0,3.0,Sometimes,1.604075,Sometimes
yes,3.0,3.0,Sometimes,1.528258,Sometimes
yes,3.0,3.0,Sometimes,1.228838,Sometimes
yes,3.0,3.0,Sometimes,1.615548,Sometimes
yes,3.0,3.0,Sometimes,1.94595,Sometimes
yes,3.0,3.0,Sometimes,1.709556,Sometimes
yes,3.0,3.0,Sometimes,2.507461,Sometimes
yes,3.0,3.0,Sometimes,2.644135,Sometimes
yes,3.0,3.0,Sometimes,2.605685,Sometimes
yes,3.0,3.0,Sometimes,2.217348,Sometimes
yes,3.0,3.0,Sometimes,1.657541,Sometimes
yes,3.0,3.0,Sometimes,1.817899,Sometimes
yes,3.0,3.0,Sometimes,2.509535,Sometimes
yes,3.0,3.0,Sometimes,2.578038,Sometimes
yes,3.0,3.0,Sometimes,2.501638,Sometimes
yes,3.0,3.0,Sometimes,2.250711,Sometimes
yes,3.0,3.0,Sometimes,2.36651,Sometimes
yes,3.0,3.0,Sometimes,2.309409,Sometimes
yes,3.0,3.0,Sometimes,2.436261,Sometimes
yes,3.0,3.0,Sometimes,2.833566,Sometimes
yes,3.0,3.0,Sometimes,2.724099,Sometimes
yes,3.0,3.0,Sometimes,2.989389,Sometimes
yes,3.0,3.0,Sometimes,2.55975,Sometimes
yes,3.0,3.0,Sometimes,2.635454,Sometimes
yes,3.0,3.0,Sometimes,2.625537,Sometimes
yes,3.0,3.0,Sometimes,2.884077,Sometimes
yes,3.0,3.0,Sometimes,1.919473,Sometimes
yes,3.0,3.0,Sometimes,2.310076,Sometimes
yes,3.0,3.0,Sometimes,2.686824,Sometimes
yes,3.0,3.0,Sometimes,1.6213,Sometimes
yes,3.0,3.0,Sometimes,1.517215,Sometimes
yes,3.0,3.0,Sometimes,1.796956,Sometimes
yes,3.0,3.0,Sometimes,2.085553,Sometimes
yes,3.0,3.0,Sometimes,2.837797,Sometimes
yes,3.0,3.0,Sometimes,1.000544,Sometimes
yes,3.0,3.0,Sometimes,1.005864,Sometimes
yes,3.0,3.0,Sometimes,2.319559,Sometimes
yes,3.0,3.0,Sometimes,2.069257,Sometimes
yes,3.0,3.0,Sometimes,2.956548,Sometimes
yes,3.0,3.0,Sometimes,2.777557,Sometimes
yes,3.0,3.0,Sometimes,1.295436,Sometimes
yes,3.0,3.0,Sometimes,1.241378,Sometimes
yes,3.0,3.0,Sometimes,1.313834,Sometimes
yes,3.0,3.0,Sometimes,1.124366,Sometimes
yes,3.0,3.0,Sometimes,2.673754,Sometimes
yes,3.0,3.0,Sometimes,2.70485,Sometimes
yes,3.0,3.0,Sometimes,1.607531,Sometimes
yes,3.0,3.0,Sometimes,2.748909,Sometimes
yes,3.0,3.0,Sometimes,2.351207,Sometimes
yes,3.0,3.0,Sometimes,2.404049,Sometimes
yes,3.0,3.0,Sometimes,2.923792,Sometimes
yes,3.0,3.0,Sometimes,2.955075,Sometimes
yes,3.0,3.0,Sometimes,2.554007,Sometimes
yes,3.0,3.0,Sometimes,2.511399,Sometimes
yes,3.0,3.0,Sometimes,2.653563,Sometimes
yes,3.0,3.0,Sometimes,2.588107,Sometimes
yes,3.0,3.0,Sometimes,2.32502,Sometimes
yes,3.0,3.0,Sometimes,2.836791,Sometimes
yes,3.0,3.0,Sometimes,1.019684,Sometimes
yes,3.0,3.0,Sometimes,1.032834,Sometimes
yes,3.0,3.0,Sometimes,1.653049,Sometimes
yes,3.0,3.0,Sometimes,1.204055,Sometimes
yes,3.0,3.0,Sometimes,2.691591,Sometimes
yes,3.0,3.0,Sometimes,2.531456,Sometimes
yes,3.0,3.0,Sometimes,2.226081,Sometimes
yes,3.0,3.0,Sometimes,2.164718,Sometimes
yes,3.0,3.0,Sometimes,2.770732,Sometimes
yes,3.0,3.0,Sometimes,2.814517,Sometimes
yes,3.0,3.0,Sometimes,1.626467,Sometimes
yes,3.0,3.0,Sometimes,1.48075,Sometimes
yes,3.0,3.0,Sometimes,1.526416,Sometimes
yes,3.0,3.0,Sometimes,1.482002,Sometimes
yes,3.0,3.0,Sometimes,1.610472,Sometimes
yes,3.0,3.0,Sometimes,1.530992,Sometimes
yes,3.0,3.0,Sometimes,1.484938,Sometimes
yes,3.0,3.0,Sometimes,1.91039,Sometimes
yes,3.0,3.0,Sometimes,1.411365,Sometimes
yes,3.0,3.0,Sometimes,2.41752,Sometimes
yes,3.0,3.0,Sometimes,2.688229,Sometimes
yes,3.0,3.0,Sometimes,2.695094,Sometimes
yes,3.0,3.0,Sometimes,2.618198,Sometimes
yes,3.0,3.0,Sometimes,2.555189,Sometimes
yes,3.0,3.0,Sometimes,1.419136,Sometimes
yes,3.0,3.0,Sometimes,1.422483,Sometimes
yes,3.0,3.0,Sometimes,2.426094,Sometimes
yes,3.0,3.0,Sometimes,2.495961,Sometimes
yes,3.0,3.0,Sometimes,1.797041,Sometimes
yes,3.0,3.0,Sometimes,1.768111,Sometimes
yes,3.0,3.0,Sometimes,2.365188,Sometimes
yes,3.0,3.0,Sometimes,2.299156,Sometimes
yes,3.0,3.0,Sometimes,2.684819,Sometimes
yes,3.0,3.0,Sometimes,2.84174,Sometimes
yes,3.0,3.0,Sometimes,2.796894,Sometimes
yes,3.0,3.0,Sometimes,2.987718,Sometimes
yes,3.0,3.0,Sometimes,2.675567,Sometimes
yes,3.0,3.0,Sometimes,2.770125,Sometimes
yes,3.0,3.0,Sometimes,2.621877,Sometimes
yes,3.0,3.0,Sometimes,2.72005,Sometimes
yes,3.0,3.0,Sometimes,2.436097,Sometimes
yes,3.0,3.0,Sometimes,2.535629,Sometimes
yes,3.0,3.0,Sometimes,2.678779,Sometimes
yes,3.0,3.0,Sometimes,2.569713,Sometimes
yes,3.0,3.0,Sometimes,1.759352,Sometimes
yes,3.0,3.0,Sometimes,1.837184,Sometimes
yes,3.0,3.0,Sometimes,2.856795,Sometimes
yes,3.0,3.0,Sometimes,2.846259,Sometimes
yes,3.0,3.0,Sometimes,1.067716,Sometimes
yes,3.0,3.0,Sometimes,1.029241,Sometimes
yes,3.0,3.0,Sometimes,1.074412,Sometimes
yes,3.0,3.0,Sometimes,1.030501,Sometimes
yes,3.0,3.0,Sometimes,2.699675,Sometimes
yes,3.0,3.0,Sometimes,2.830247,Sometimes
yes,3.0,3.0,Sometimes,2.305521,Sometimes
yes,3.0,3.0,Sometimes,2.155926,Sometimes
yes,3.0,3.0,Sometimes,2.784303,Sometimes
yes,3.0,3.0,Sometimes,2.786417,Sometimes
yes,3.0,3.0,Sometimes,2.707201,Sometimes
yes,3.0,3.0,Sometimes,2.709428,Sometimes
yes,3.0,3.0,Sometimes,1.525127,Sometimes
yes,3.0,3.0,Sometimes,1.554925,Sometimes
yes,3.0,3.0,Sometimes,1.170515,Sometimes
yes,3.0,3.0,Sometimes,1.436616,Sometimes
yes,3.0,3.0,Sometimes,1.242832,Sometimes
yes,3.0,3.0,Sometimes,1.54249,Sometimes
yes,3.0,3.0,Sometimes,1.205548,Sometimes
yes,3.0,3.0,Sometimes,1.301657,Sometimes
yes,3.0,3.0,Sometimes,2.704315,Sometimes
yes,3.0,3.0,Sometimes,2.639816,Sometimes
yes,3.0,3.0,Sometimes,2.708927,Sometimes
yes,3.0,3.0,Sometimes,2.704827,Sometimes
yes,3.0,3.0,Sometimes,1.3954,Sometimes
yes,3.0,3.0,Sometimes,2.611654,Sometimes
yes,3.0,3.0,Sometimes,2.868167,Sometimes
yes,3.0,3.0,Sometimes,2.247979,Sometimes
yes,3.0,3.0,Sometimes,2.702789,Sometimes
yes,3.0,3.0,Sometimes,1.663213,Sometimes
yes,3.0,3.0,Sometimes,2.414739,Sometimes
yes,3.0,3.0,Sometimes,2.351193,Sometimes
yes,3.0,3.0,Sometimes,2.896088,Sometimes
yes,3.0,3.0,Sometimes,2.862408,Sometimes
yes,3.0,3.0,Sometimes,2.887659,Sometimes
yes,3.0,3.0,Sometimes,2.893062,Sometimes
yes,3.0,3.0,Sometimes,2.619517,Sometimes
yes,3.0,3.0,Sometimes,2.682804,Sometimes
yes,3.0,3.0,Sometimes,2.552388,Sometimes
yes,3.0,3.0,Sometimes,2.617401,Sometimes
yes,3.0,3.0,Sometimes,2.654636,Sometimes
yes,3.0,3.0,Sometimes,2.569364,Sometimes
yes,3.0,3.0,Sometimes,1.322004,Sometimes
yes,3.0,3.0,Sometimes,1.292479,Sometimes
yes,3.0,3.0,Sometimes,2.839069,Sometimes
yes,3.0,3.0,Sometimes,2.843782,Sometimes
yes,3.0,3.0,Sometimes,2.858389,Sometimes
yes,3.0,3.0,Sometimes,2.864933,Sometimes
yes,3.0,3.0,Sometimes,1.031701,Sometimes
yes,3.0,3.0,Sometimes,1.000536,Sometimes
yes,3.0,3.0,Sometimes,1.020313,Sometimes
yes,3.0,3.0,Sometimes,1.063422,Sometimes
yes,3.0,3.0,Sometimes,2.45126,Sometimes
yes,3.0,3.0,Sometimes,2.613504,Sometimes
yes,3.0,3.0,Sometimes,1.042989,Sometimes
yes,3.0,3.0,Sometimes,1.237557,Sometimes
yes,3.0,3.0,Sometimes,2.83377,Sometimes
yes,3.0,3.0,Sometimes,2.816052,Sometimes
yes,3.0,3.0,Sometimes,2.682909,Sometimes
yes,3.0,3.0,Sometimes,2.640539,Sometimes
yes,3.0,3.0,Sometimes,2.472903,Sometimes
yes,3.0,3.0,Sometimes,2.372058,Sometimes
yes,3.0,3.0,Sometimes,2.387991,Sometimes
yes,3.0,3.0,Sometimes,2.322003,Sometimes
yes,3.0,3.0,Sometimes,2.737353,Sometimes
yes,3.0,3.0,Sometimes,2.739351,Sometimes
yes,3.0,3.0,Sometimes,2.632498,Sometimes
yes,3.0,3.0,Sometimes,2.632253,Sometimes
yes,3.0,3.0,Sometimes,2.57721,Sometimes
yes,3.0,3.0,Sometimes,2.419153,Sometimes
yes,3.0,3.0,Sometimes,2.609052,Sometimes
yes,3.0,3.0,Sometimes,2.476002,Sometimes
yes,3.0,3.0,Sometimes,2.225139,Sometimes
yes,3.0,3.0,Sometimes,2.556068,Sometimes
yes,3.0,3.0,Sometimes,1.423073,Sometimes
yes,3.0,3.0,Sometimes,1.299194,Sometimes
yes,3.0,3.0,Sometimes,1.679489,Sometimes
yes,3.0,3.0,Sometimes,1.49583,Sometimes
yes,3.0,3.0,Sometimes,1.81786,Sometimes
yes,3.0,3.0,Sometimes,1.967707,Sometimes
yes,3.0,3.0,Sometimes,1.441289,Sometimes
yes,3.0,3.0,Sometimes,1.144539,Sometimes
yes,3.0,3.0,Sometimes,1.353167,Sometimes
yes,3.0,3.0,Sometimes,1.409444,Sometimes
yes,3.0,3.0,Sometimes,1.959287,Sometimes
yes,3.0,3.0,Sometimes,1.931163,Sometimes
yes,3.0,3.0,Sometimes,1.651462,Sometimes
yes,3.0,3.0,Sometimes,1.683448,Sometimes
yes,3.0,3.0,Sometimes,2.395387,Sometimes
yes,3.0,3.0,Sometimes,2.523793,Sometimes
yes,3.0,3.0,Sometimes,2.638896,Sometimes
yes,3.0,3.0,Sometimes,2.666178,Sometimes
yes,3.0,3.0,Sometimes,2.495851,Sometimes
yes,3.0,3.0,Sometimes,2.609188,Sometimes
yes,3.0,3.0,Sometimes,2.471721,Sometimes
yes,3.0,3.0,Sometimes,2.447306,Sometimes
yes,3.0,3.0,Sometimes,1.674061,Sometimes
yes,3.0,3.0,Sometimes,1.678791,Sometimes
yes,3.0,3.0,Sometimes,1.777805,Sometimes
yes,3.0,3.0,Sometimes,1.733306,Sometimes
yes,3.0,3.0,Sometimes,2.435978,Sometimes
yes,3.0,3.0,Sometimes,2.909675,Sometimes
yes,3.0,3.0,Sometimes,2.75137,Sometimes
yes,3.0,3.0,Sometimes,2.887909,Sometimes
yes,3.0,3.0,Sometimes,2.411582,Sometimes
yes,3.0,3.0,Sometimes,2.38639,Sometimes
yes,3.0,3.0,Sometimes,2.232601,Sometimes
yes,3.0,3.0,Sometimes,1.755907,Sometimes
yes,3.0,3.0,Sometimes,2.336349,Sometimes
yes,3.0,3.0,Sometimes,2.562002,Sometimes
yes,3.0,3.0,Sometimes,2.305574,Sometimes
yes,3.0,3.0,Sometimes,2.319912,Sometimes
yes,3.0,3.0,Sometimes,2.70196,Sometimes
yes,3.0,3.0,Sometimes,2.474518,Sometimes
yes,3.0,3.0,Sometimes,2.748569,Sometimes
yes,3.0,3.0,Sometimes,2.827773,Sometimes
yes,3.0,3.0,Sometimes,2.632224,Sometimes
yes,3.0,3.0,Sometimes,2.868679,Sometimes
yes,3.0,3.0,Sometimes,2.930137,Sometimes
yes,3.0,3.0,Sometimes,2.961899,Sometimes
yes,3.0,3.0,Sometimes,2.550672,Sometimes
yes,3.0,3.0,Sometimes,2.584305,Sometimes
yes,3.0,3.0,Sometimes,2.621976,Sometimes
yes,3.0,3.0,Sometimes,2.722276,Sometimes
yes,3.0,3.0,Sometimes,2.634342,Sometimes
yes,3.0,3.0,Sometimes,2.61939,Sometimes
yes,3.0,3.0,Sometimes,2.78678,Sometimes
yes,3.0,3.0,Sometimes,2.768141,Sometimes
yes,3.0,3.0,Sometimes,1.71659,Sometimes
yes,3.0,3.0,Sometimes,2.094901,Sometimes
yes,3.0,3.0,Sometimes,2.347322,Sometimes
yes,3.0,3.0,Sometimes,2.331123,Sometimes
yes,3.0,3.0,Sometimes,1.757105,Sometimes
yes,3.0,3.0,Sometimes,2.506631,Sometimes
yes,3.0,3.0,Sometimes,2.48707,Sometimes
yes,3.0,3.0,Sometimes,2.320068,Sometimes
yes,3.0,3.0,Sometimes,1.650612,Sometimes
yes,3.0,3.0,Sometimes,1.610768,Sometimes
yes,3.0,3.0,Sometimes,1.796267,Sometimes
yes,3.0,3.0,Sometimes,1.728139,Sometimes
yes,3.0,3.0,Sometimes,2.00513,Sometimes
yes,3.0,3.0,Sometimes,2.054193,Sometimes
yes,3.0,3.0,Sometimes,2.852339,Sometimes
yes,3.0,3.0,Sometimes,2.863513,Sometimes
